Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Richarlison,br BRA,FW,Tottenham,eng Premier League,27-193,1997,1.0,3,2.97,2,0,0,0,1,0,1,0.99,1,0,0,0,0,0,Matches
Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-169,1999,3.9,15,3.88,9,0,4,1,1,0,1,0.26,1,0,0,0,0,0,Matches
Riccardo Orsolini,it ITA,"FW,MF",Bologna,it Serie A,27-300,1997,8.1,18,2.22,11,0,2,4,1,0,0,0.00,0,0,0,0,0,0,Matches
Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,22-184,2002,4.3,5,1.17,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,32-086,1992,3.7,4,1.08,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ricardo Pereira,pt POR,DF,Leicester City,eng Premier League,31-044,1993,1.6,2,1.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Renato Veiga,pt POR,"DF,MF",Chelsea,eng Premier League,21-113,2003,1.9,1,0.53,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29-114,1995,7.0,5,0.72,4,0,0,0,0,1,2,0.29,2,0,0,0,0,0,Matches
Rémy Labeau Lascary,gp GLP,FW,Lens,fr Ligue 1,21-261,2003,4.4,8,1.83,3,0,3,2,0,0,1,0.23,0,0,1,0,0,0,Matches
Rémy Cabella,fr FRA,"MF,FW",Lille,fr Ligue 1,34-256,1990,3.3,16,4.80,10,3,0,2,0,1,1,0.30,1,0,0,0,0,0,Matches
Remo Freuler,ch SUI,MF,Bologna,it Serie A,32-218,1992,10.9,30,2.75,29,0,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches
